Problem1,InitialLB,Initial UB,Best Solution,Is Optimal,ERR,Run time
,7658,7658,7658,1,0,0
,7658,7658,7658,1,0,0
,7658,7658,7658,1,0,0
,Problem189,,,,,
,7718,7718,7718,1,0,0
,7718,7718,7718,1,0,0
,7718,7718,7718,1,0,0
,Problem190,,,,,
,7746,7767,7746,1,0,0.023
,7746,7767,7746,1,0,0.022
,7746,7767,7746,1,0,0.019
,Problem191,,,,,
,7638,7651,7638,1,0,0.013
,7638,7651,7638,1,0,0.008
,7638,7651,7638,1,0,0.006
,Problem192,,,,,
,7447,7447,7447,1,0,0
,7447,7447,7447,1,0,0
,7447,7447,7447,1,0,0
,Problem193,,,,,
,7744,7744,7744,1,0,0
,7744,7744,7744,1,0,0
,7744,7744,7744,1,0,0
,Problem194,,,,,
,7884,7884,7884,1,0,0
,7884,7884,7884,1,0,0
,7884,7884,7884,1,0,0
,Problem195,,,,,
,7871,7871,7871,1,0,0
,7871,7871,7871,1,0,0
,7871,7871,7871,1,0,0
,Problem196,,,,,
,7373,7373,7373,1,0,0
,7373,7373,7373,1,0,0
,7373,7373,7373,1,0,0
,Problem197,,,,,
,7561,7576,7564,1,0,0.025
,7561,7576,7564,1,0,0.024
,7561,7576,7564,1,0,0.018
,Problem198,,,,,
,7569,7584,7583,1,0,0.02
,7569,7584,7583,1,0,0.017
,7569,7584,7583,1,0,0.015
,Problem199,,,,,
,7817,7817,7817,1,0,0
,7817,7817,7817,1,0,0
,7817,7817,7817,1,0,0
,Problem200,,,,,
,7779,7779,7779,1,0,0
,7779,7779,7779,1,0,0
,7779,7779,7779,1,0,0
,Problem201,,,,,
,7647,7647,7647,1,0,0
,7647,7647,7647,1,0,0
,7647,7647,7647,1,0,0
,Problem202,,,,,
,7958,7958,7958,1,0,0
,7958,7958,7958,1,0,0
,7958,7958,7958,1,0,0
,Problem203,,,,,
,7473,7473,7473,1,0,0
,7473,7473,7473,1,0,0
,7473,7473,7473,1,0,0
,Problem204,,,,,
,7332,7332,7332,1,0,0
,7332,7332,7332,1,0,0
,7332,7332,7332,1,0,0
,Problem205,,,,,
,7589,7589,7589,1,0,0
,7589,7589,7589,1,0,0
,7589,7589,7589,1,0,0
,Problem206,,,,,
,7847,7847,7847,1,0,0
,7847,7847,7847,1,0,0
,7847,7847,7847,1,0,0
,Problem207,,,,,
,7424,7424,7424,1,0,0
,7424,7424,7424,1,0,0
,7424,7424,7424,1,0,0
,Problem208,,,,,
,7880,7880,7880,1,0,0
,7880,7880,7880,1,0,0
,7880,7880,7880,1,0,0
,Problem209,,,,,
,7851,7851,7851,1,0,0
,7851,7851,7851,1,0,0
,7851,7851,7851,1,0,0
,Problem210,,,,,
,7581,7581,7581,1,0,0
,7581,7581,7581,1,0,0
,7581,7581,7581,1,0,0
,Problem211,,,,,
,7904,7904,7904,1,0,0
,7904,7904,7904,1,0,0
,7904,7904,7904,1,0,0
,Problem212,,,,,
,7663,7663,7663,1,0,0
,7663,7663,7663,1,0,0
,7663,7663,7663,1,0,0
,Problem213,,,,,
,7574,7592,7582,0,0.00105625,120
,7574,7592,7582,0,0.00105625,120
,7574,7592,7582,0,0.00105625,15.612
,Problem214,,,,,
,7888,7888,7888,1,0,0
,7888,7888,7888,1,0,0
,7888,7888,7888,1,0,0
,Problem215,,,,,
