1066,2.121
916,1.843
1158,1.739
955,1.66
1017,1.588
1040,1.647
1069,1.537
1092,1.9
1142,1.806
1221,1.688
948,1.439
1090,1.485
918,1.396
1089,1.421
975,1.32
1141,1.225
1008,1.458
1036,1.509
1103,1.218
1145,1.26
953,2.154
1064,2.11
1062,2.184
1127,2.223
1142,2.226
977,2.258
1150,2.149
1181,2.152
1126,2.135
1019,2.458
1151,2.302
1065,2.127
1149,2.109
1127,2.479
1165,2.57
1110,2.235
1051,2.243
1090,2.589
1075,4.607
1024,2.549
1118,4.271
1117,5.221
1179,5.489
1120,4.679
971,4.972
1099,4.301
1122,5.107
1088,4.593
1079,4.633
1057,4.289
1091,4.017
1108,4.613
1120,5.014
1084,6.029
946,4.49
1002,5.261
1141,4.556
1147,5.118
1381,6.932
1104,4.413
1833,6.744
1910,6.909
1913,6.853
1973,6.655
2025,6.935
1817,6.603
2091,6.776
1905,10.734
1960,6.798
1736,7.442
1798,7.582
1980,6.359
2172,8.586
1875,7.976
2015,7.802
1894,6.373
1919,6.775
1952,6.762
1867,7.182
1907,7.677
1997,9.585
2059,10.488
1901,11.949
2002,12.648
2022,9.687
2079,10.303
1995,9.855
2070,10.767
2070,9.876
1933,10.209
2034,11.459
1990,9.705
2061,9.476
2077,10.345
2278,11.68
1957,12.239
2088,10.799
1991,11.024
2151,10.318
2025,10.423
2011,20.498
2056,18.071
2046,22.95
2180,18.501
2123,19.417
2264,19.748
2090,25.041
2245,20.601
2113,17.858
2129,19.825
2044,17.459
2049,20.135
2178,21.252
2159,18.366
2170,18.617
2114,17.674
2146,17.767
2096,22.476
2168,18.643
2162,18.999
4831,54.757
4792,50.787
4702,56.051
4775,54.791
4634,49.929
4911,49.086
4933,46.949
5046,50.461
4847,48.173
4713,53.115
4912,55.422
4856,51.048
4977,47.357
5072,50.655
4672,58.089
4855,56.28
4974,49.563
4958,51.512
4549,49.483
5149,50.966
5157,78.188
4852,75.27
5146,76.908
4845,76.019
4844,74.943
5050,71.573
4838,73.726
4747,75.458
4605,73.492
4969,72.603
4794,76.44
4721,71.214
4616,73.071
4826,73.663
4847,73.071
5092,74.506
4851,74.958
4780,78.1
4801,71.76
4943,75.192
4979,120
4762,120
5147,120
4833,120
4701,120
5203,120
4707,120
5005,120
5039,120
4757,120
4859,120
5140,120
4926,120
4840,120
4960,120
4884,120
5056,120
4899,120
4890,120
4805,120
10003,120
9873,120
9133,120
9403,120
9033,120
9149,120
9342,120
9249,120
9398,120
9501,120
9176,120
9345,120
9693,120
9327,120
9329,120
9566,120
9782,120
9582,120
9279,120
9518,120
9389,120
9245,120
9332,120
9553,120
9106,120
9226,120
9295,120
9320,120
9741,120
9221,120
9319,120
9549,120
9222,120
10131,120
9489,120
9878,120
10073,120
9446,120
9623,120
9467,120
9575,120
9728,120
9964,120
9522,120
9886,120
9773,120
9482,120
9183,120
9808,120
9837,120
9959,120
9589,120
9515,120
9416,120
9410,120
9724,120
9319,120
9851,120
9945,120
9771,120
19787,120
18480,120
18415,120
18422,120
19237,120
19137,120
18077,120
18388,120
19055,120
18720,120
18575,120
18759,120
18613,120
18702,120
19256,120
18834,120
18643,120
18365,120
19055,120
18988,120
18515,120
18916,120
18355,120
18443,120
18738,120
18423,120
19549,120
18942,120
19066,120
18606,120
18210,120
18915,120
18830,120
18623,120
19153,120
19099,120
18514,120
19266,120
19456,120
19074,120
19472,120
19397,120
18674,120
18697,120
18316,120
19079,120
19203,120
19276,120
18814,120
19048,120
18618,120
18819,120
18545,120
18950,120
18866,120
19619,120
18736,120
18831,120
19223,120
19213,120
46225,120
46711,120
45740,120
46218,120
45966,120
47384,120
46719,120
46967,120
45867,120
45347,120
45755,120
46216,120
46163,120
46815,120
46610,120
46790,120
45999,120
45774,120
46212,120
46436,120
48608,120
46961,120
45982,120
46047,120
46084,120
46814,120
46093,120
47736,120
46195,120
46605,120
46443,120
46751,120
46344,120
47391,120
46628,120
46039,120
46334,120
46748,120
46589,120
47002,120
47621,120
47568,120
46622,120
47204,120
46846,120
46459,120
46602,120
46887,120
46668,120
46299,120
46486,120
46760,120
46857,120
47349,120
47437,120
47015,120
47704,120
45823,120
46183,120
46436,120
91255,120
90479,120
91740,120
93208,120
92560,120
90866,120
94083,120
93332,120
90749,120
93195,120
93376,120
92192,120
92654,120
92440,120
90556,120
92407,120
92643,120
92360,120
94203,120
92073,120
92710,120
92876,120
93688,120
93049,120
92649,120
92596,120
92824,120
93214,120
92978,120
92724,120
91268,120
92348,120
92228,120
91947,120
92992,120
91971,120
92706,120
91596,120
94431,120
91451,120
92377,120
92520,120
93701,120
93892,120
92365,120
93130,120
93326,120
92227,120
91299,120
92905,120
92929,120
93132,120
93583,120
92165,120
91532,120
93489,120
92677,120
92328,120
92006,120
91721,120
181796,120
182617,120
183134,120
183834,120
184766,120
183527,120
183931,120
185070,120
182320,120
183093,120
184462,120
181521,120
185069,120
185168,120
182443,120
182683,120
183564,120
181987,120
185804,120
183161,120
186667,120
183919,120
182731,120
183971,120
183805,120
185340,120
183046,120
183785,120
184514,120
183563,120
183618,120
183074,120
182629,120
185347,120
185752,120
183266,120
181978,120
184555,120
183588,120
182880,120
184748,120
184834,120
183754,120
184220,120
185327,120
183711,120
184141,120
183880,120
183748,120
183215,120
183798,120
187792,120
184395,120
185236,120
182685,120
182996,120
185309,120
185249,120
183986,120
185296,120
456411,120
457578,120
456004,120
460146,120
456730,120
457370,120
460176,120
456591,120
457456,120
457209,120
458489,120
458750,120
457501,120
456972,120
453216,120
456580,120
455400,120
456550,120
453406,120
456422,120
458383,120
457977,120
459237,120
456575,120
458980,120
458333,120
459905,120
457790,120
459434,120
460264,120
458504,120
455003,120
457532,120
454941,120
456655,120
459361,120
460222,120
458498,120
457828,120
456941,120
459781,120
458176,120
458696,120
458827,120
456119,120
456619,120
459953,120
458778,120
459456,120
458944,120
457385,120
461294,120
457329,120
460248,120
458424,120
461966,120
456393,120
458806,120
458773,120
462076,120
913611,120
915973,120
913171,120
913683,120
914386,120
913774,120
913907,120
912123,120
911503,120
915600,120
905051,120
913843,120
912692,120
911001,120
916795,120
915666,120
909286,120
910020,120
914264,120
912271,120
912533,120
911978,120
914858,120
914559,120
915652,120
914668,120
914955,120
911547,120
913961,120
916616,120
917059,120
912827,120
917408,120
915611,120
912286,120
914183,120
913659,120
917408,120
913408,120
913351,120
912428,120
915450,120
915142,120
913716,120
914823,120
913859,120
912816,120
919068,120
920104,120
916842,120
913094,120
914334,120
915856,120
915364,120
915447,120
917821,120
914470,120
914526,120
915948,120
916183,120
