Problem1,InitialLB,Initial UB,Best Solution,Is Optimal,ERR,Run time
,Problem41,,,,,
,892,892,892,1,0,0
,892,892,892,1,0,0
,892,892,892,1,0,0
,Problem42,,,,,
,918,918,918,1,0,0
,918,918,918,1,0,0
,918,918,918,1,0,0
,Problem43,,,,,
,932,957,946,1,0,0.003
,932,957,946,1,0,0.003
,932,957,946,1,0,0.002
,Problem44,,,,,
,910,910,910,1,0,0
,910,910,910,1,0,0
,910,910,910,1,0,0
,Problem45,,,,,
,991,1016,991,1,0,0.006
,991,1016,991,1,0,0.005
,991,1016,991,1,0,0.005
,Problem46,,,,,
,944,944,944,1,0,0
,944,944,944,1,0,0
,944,944,944,1,0,0
,Problem47,,,,,
,1000,1000,1000,1,0,0
,1000,1000,1000,1,0,0
,1000,1000,1000,1,0,0
,Problem48,,,,,
,965,967,965,1,0,0.001
,965,967,965,1,0,0.001
,965,967,965,1,0,0
,Problem49,,,,,
,976,976,976,1,0,0
,976,976,976,1,0,0
,976,976,976,1,0,0
,Problem50,,,,,
,931,931,931,1,0,0
,931,931,931,1,0,0
,931,931,931,1,0,0
,Problem51,,,,,
,902,921,921,1,0,17.828
,902,921,921,1,0,16.35
,902,921,921,1,0,0.084
,Problem52,,,,,
,952,952,952,1,0,0
,952,952,952,1,0,0
,952,952,952,1,0,0
,Problem53,,,,,
,891,924,892,1,0,0.019
,891,924,892,1,0,0.014
,891,924,892,1,0,0.014
,Problem54,,,,,
,892,892,892,1,0,0
,892,892,892,1,0,0
,892,892,892,1,0,0
,Problem55,,,,,
,997,997,997,1,0,0
,997,997,997,1,0,0
,997,997,997,1,0,0
,Problem56,,,,,
,993,1011,1002,1,0,0.001
,993,1011,1002,1,0,0.001
,993,1011,1002,1,0,0.001
,Problem57,,,,,
,981,981,981,1,0,0
,981,981,981,1,0,0
,981,981,981,1,0,0
,Problem58,,,,,
,945,945,945,1,0,0
,945,945,945,1,0,0
,945,945,945,1,0,0
,Problem59,,,,,
,1078,1078,1078,1,0,0
,1078,1078,1078,1,0,0
,1078,1078,1078,1,0,0
,Problem60,,,,,
,954,954,954,1,0,0
,954,954,954,1,0,0
,954,954,954,1,0,0
,Problem61,,,,,
,1661,1668,1668,0,0.00421433,120
,1661,1668,1668,0,0.00421433,120
,1661,1668,1668,0,0.00421433,0.237
,Problem62,,,,,
,1751,1751,1751,1,0,0
,1751,1751,1751,1,0,0
,1751,1751,1751,1,0,0
,Problem63,,,,,
,1680,1704,1680,1,0,0.003
,1680,1704,1680,1,0,0.003
,1680,1704,1680,1,0,0.002
,Problem64,,,,,
,1614,1614,1614,1,0,0
,1614,1614,1614,1,0,0
,1614,1614,1614,1,0,0
,Problem65,,,,,
,1682,1682,1682,1,0,0
,1682,1682,1682,1,0,0
,1682,1682,1682,1,0,0
,Problem66,,,,,
,1741,1741,1741,1,0,0
,1741,1741,1741,1,0,0
,1741,1741,1741,1,0,0
,Problem67,,,,,
,1771,1771,1771,1,0,0
,1771,1771,1771,1,0,0
,1771,1771,1771,1,0,0
,Problem68,,,,,
,1648,1650,1650,0,0.00121359,120
,1648,1650,1650,0,0.00121359,120
,1648,1650,1650,0,0.00121359,0.22
,Problem69,,,,,
,1677,1677,1677,1,0,0
,1677,1677,1677,1,0,0
,1677,1677,1677,1,0,0
,Problem70,,,,,
,1705,1705,1705,1,0,0
,1705,1705,1705,1,0,0
,1705,1705,1705,1,0,0
,Problem71,,,,,
,1798,1798,1798,1,0,0
,1798,1798,1798,1,0,0
,1798,1798,1798,1,0,0
,Problem72,,,,,
,1450,1465,1450,1,0,0.003
,1450,1465,1450,1,0,0.003
,1450,1465,1450,1,0,0.001
,Problem73,,,,,
,1851,1851,1851,1,0,0
,1851,1851,1851,1,0,0
,1851,1851,1851,1,0,0
,Problem74,,,,,
,1699,1699,1699,1,0,0
,1699,1699,1699,1,0,0
,1699,1699,1699,1,0,0
,Problem75,,,,,
,1651,1651,1651,1,0,0
,1651,1651,1651,1,0,0
,1651,1651,1651,1,0,0
,Problem76,,,,,
,1729,1729,1729,1,0,0
,1729,1729,1729,1,0,0
,1729,1729,1729,1,0,0
,Problem77,,,,,
,1570,1570,1570,1,0,0
,1570,1570,1570,1,0,0
,1570,1570,1570,1,0,0
,Problem78,,,,,
,1702,1749,1702,1,0,0.003
,1702,1749,1702,1,0,0.002
,1702,1749,1702,1,0,0.001
,Problem79,,,,,
,1606,1606,1606,1,0,0
,1606,1606,1606,1,0,0
,1606,1606,1606,1,0,0
,Problem80,,,,,
,1587,1587,1587,1,0,0
,1587,1587,1587,1,0,0
,1587,1587,1587,1,0,0
,Problem81,,,,,
,1913,1913,1913,1,0,0
,1913,1913,1913,1,0,0
,1913,1913,1913,1,0,0
,Problem82,,,,,
,1641,1641,1641,1,0,0
,1641,1641,1641,1,0,0
,1641,1641,1641,1,0,0
,Problem83,,,,,
,1724,1724,1724,1,0,0
,1724,1724,1724,1,0,0
,1724,1724,1724,1,0,0
,Problem84,,,,,
,1740,1779,1740,1,0,0.01
,1740,1779,1740,1,0,0.01
,1740,1779,1740,1,0,0.003
,Problem85,,,,,
,1672,1672,1672,1,0,0
,1672,1672,1672,1,0,0
,1672,1672,1672,1,0,0
,Problem86,,,,,
,1585,1585,1585,1,0,0
,1585,1585,1585,1,0,0
,1585,1585,1585,1,0,0
,Problem87,,,,,
,1803,1803,1803,1,0,0
,1803,1803,1803,1,0,0
,1803,1803,1803,1,0,0
,Problem88,,,,,
,1732,1732,1732,1,0,0
,1732,1732,1732,1,0,0
,1732,1732,1732,1,0,0
,Problem89,,,,,
,1769,1769,1769,1,0,0
,1769,1769,1769,1,0,0
,1769,1769,1769,1,0,0
,Problem90,,,,,
,1745,1745,1745,1,0,0
,1745,1745,1745,1,0,0
,1745,1745,1745,1,0,0
,Problem91,,,,,
,1862,1862,1862,1,0,0
,1862,1862,1862,1,0,0
,1862,1862,1862,1,0,0
,Problem92,,,,,
,1635,1635,1635,1,0,0
,1635,1635,1635,1,0,0
,1635,1635,1635,1,0,0
,Problem93,,,,,
,1654,1664,1664,1,0,0.001
,1654,1664,1664,1,0,0
,1654,1664,1664,1,0,0
,Problem94,,,,,
,1761,1783,1761,1,0,0.004
,1761,1783,1761,1,0,0.004
,1761,1783,1761,1,0,0.003
,Problem95,,,,,
,1762,1796,1766,1,0,0.007
,1762,1796,1766,1,0,0.007
,1762,1796,1766,1,0,0.007
,Problem96,,,,,
,1727,1757,1727,1,0,0.003
,1727,1757,1727,1,0,0.003
,1727,1757,1727,1,0,0.003
,Problem97,,,,,
,1776,1776,1776,1,0,0
,1776,1776,1776,1,0,0
,1776,1776,1776,1,0,0
,Problem98,,,,,
,1625,1625,1625,1,0,0
,1625,1625,1625,1,0,0
,1625,1625,1625,1,0,0
,Problem99,,,,,
,1764,1764,1764,1,0,0
,1764,1764,1764,1,0,0
,1764,1764,1764,1,0,0
,Problem100,,,,,
,1739,1739,1739,1,0,0
,1739,1739,1739,1,0,0
,1739,1739,1739,1,0,0
,Problem101,,,,,
,1738,1738,1738,1,0,0
,1738,1738,1738,1,0,0
,1738,1738,1738,1,0,0
,Problem102,,,,,
,1772,1772,1772,1,0,0
,1772,1772,1772,1,0,0
,1772,1772,1772,1,0,0
,Problem103,,,,,
,1696,1701,1701,0,0.00294811,120
,1696,1701,1701,0,0.00294811,120
,1696,1701,1701,0,0.00294811,0.562
,Problem104,,,,,
,1726,1731,1726,1,0,0.003
,1726,1731,1726,1,0,0.002
,1726,1731,1726,1,0,0.002
,Problem105,,,,,
,1756,1756,1756,1,0,0
,1756,1756,1756,1,0,0
,1756,1756,1756,1,0,0
,Problem106,,,,,
,1686,1690,1686,1,0,0.003
,1686,1690,1686,1,0,0.002
,1686,1690,1686,1,0,0.002
,Problem107,,,,,
,1779,1779,1779,1,0,0
,1779,1779,1779,1,0,0
,1779,1779,1779,1,0,0
,Problem108,,,,,
,1684,1684,1684,1,0,0
,1684,1684,1684,1,0,0
,1684,1684,1684,1,0,0
,Problem109,,,,,
,1649,1649,1649,1,0,0
,1649,1649,1649,1,0,0
,1649,1649,1649,1,0,0
,Problem110,,,,,
,1781,1781,1781,1,0,0
,1781,1781,1781,1,0,0
,1781,1781,1781,1,0,0
,Problem111,,,,,
,1660,1660,1660,1,0,0
,1660,1660,1660,1,0,0
,1660,1660,1660,1,0,0
,Problem112,,,,,
,1749,1749,1749,1,0,0
,1749,1749,1749,1,0,0
,1749,1749,1749,1,0,0
,Problem113,,,,,
,1650,1650,1650,1,0,0
,1650,1650,1650,1,0,0
,1650,1650,1650,1,0,0
,Problem114,,,,,
,1739,1768,1743,0,0.00230017,120
,1739,1768,1743,0,0.00230017,120
,1739,1768,1743,0,0.00230017,0.248
,Problem115,,,,,
,1855,1855,1855,1,0,0
,1855,1855,1855,1,0,0
,1855,1855,1855,1,0,0
,Problem116,,,,,
,1795,1795,1795,1,0,0
,1795,1795,1795,1,0,0
,1795,1795,1795,1,0,0
,Problem117,,,,,
,1812,1816,1812,1,0,0.002
,1812,1816,1812,1,0,0.002
,1812,1816,1812,1,0,0.002
,Problem118,,,,,
,1742,1751,1742,1,0,0.006
,1742,1751,1742,1,0,0.005
,1742,1751,1742,1,0,0.004
,Problem119,,,,,
,1753,1753,1753,1,0,0
,1753,1753,1753,1,0,0
,1753,1753,1753,1,0,0
,Problem120,,,,,
,1748,1748,1748,1,0,0
,1748,1748,1748,1,0,0
,1748,1748,1748,1,0,0
,Problem121,,,,,
,4420,4420,4420,1,0,0
,4420,4420,4420,1,0,0
,4420,4420,4420,1,0,0
,Problem122,,,,,
,4021,4021,4021,1,0,0
,4021,4021,4021,1,0,0
,4021,4021,4021,1,0,0
,Problem123,,,,,
,4074,4074,4074,1,0,0
,4074,4074,4074,1,0,0
,4074,4074,4074,1,0,0
,Problem124,,,,,
,4176,4176,4176,1,0,0
,4176,4176,4176,1,0,0
,4176,4176,4176,1,0,0
,Problem125,,,,,
,4260,4276,4271,1,0,0.008
,4260,4276,4271,1,0,0.006
,4260,4276,4271,1,0,0.004
,Problem126,,,,,
,3877,3877,3877,1,0,0
,3877,3877,3877,1,0,0
,3877,3877,3877,1,0,0
,Problem127,,,,,
,3909,3909,3909,1,0,0
,3909,3909,3909,1,0,0
,3909,3909,3909,1,0,0
,Problem128,,,,,
,3899,3914,3899,1,0,0.017
,3899,3914,3899,1,0,0.009
,3899,3914,3899,1,0,0.007
,Problem129,,,,,
,3880,3880,3880,1,0,0
,3880,3880,3880,1,0,0
,3880,3880,3880,1,0,0
,Problem130,,,,,
,4244,4244,4244,1,0,0
,4244,4244,4244,1,0,0
,4244,4244,4244,1,0,0
,Problem131,,,,,
,4219,4233,4219,1,0,0.003
,4219,4233,4219,1,0,0.003
,4219,4233,4219,1,0,0.003
,Problem132,,,,,
,4356,4356,4356,1,0,0
,4356,4356,4356,1,0,0
,4356,4356,4356,1,0,0
,Problem133,,,,,
,4119,4119,4119,1,0,0
,4119,4119,4119,1,0,0
,4119,4119,4119,1,0,0
,Problem134,,,,,
,4092,4096,4096,0,0.000977517,120
,4092,4096,4096,0,0.000977517,120
,4092,4096,4096,0,0.000977517,2.132
,Problem135,,,,,
,4078,4078,4078,1,0,0
,4078,4078,4078,1,0,0
,4078,4078,4078,1,0,0
,Problem136,,,,,
,4106,4106,4106,1,0,0
,4106,4106,4106,1,0,0
,4106,4106,4106,1,0,0
,Problem137,,,,,
,4258,4261,4261,0,0.000704556,120
,4258,4261,4261,0,0.000704556,120
,4258,4261,4261,0,0.000704556,2.246
,Problem138,,,,,
,3651,3651,3651,1,0,0
,3651,3651,3651,1,0,0
,3651,3651,3651,1,0,0
,Problem139,,,,,
,3780,3788,3781,0,0.00026455,120
,3780,3788,3781,0,0.00026455,120
,3780,3788,3781,0,0.00026455,2.162
,Problem140,,,,,
,4170,4173,4173,0,0.000719424,120
,4170,4173,4173,0,0.000719424,120
,4170,4173,4173,0,0.000719424,2.151
,Problem141,,,,,
,4115,4115,4115,1,0,0
,4115,4115,4115,1,0,0
,4115,4115,4115,1,0,0
,Problem142,,,,,
,4182,4182,4182,1,0,0
,4182,4182,4182,1,0,0
,4182,4182,4182,1,0,0
,Problem143,,,,,
,4228,4228,4228,1,0,0
,4228,4228,4228,1,0,0
,4228,4228,4228,1,0,0
,Problem144,,,,,
,3961,3961,3961,1,0,0
,3961,3961,3961,1,0,0
,3961,3961,3961,1,0,0
,Problem145,,,,,
,4188,4188,4188,1,0,0
,4188,4188,4188,1,0,0
,4188,4188,4188,1,0,0
,Problem146,,,,,
,4212,4212,4212,1,0,0
,4212,4212,4212,1,0,0
,4212,4212,4212,1,0,0
,Problem147,,,,,
,4152,4152,4152,1,0,0
,4152,4152,4152,1,0,0
,4152,4152,4152,1,0,0
,Problem148,,,,,
,4120,4120,4120,1,0,0
,4120,4120,4120,1,0,0
,4120,4120,4120,1,0,0
,Problem149,,,,,
,4238,4238,4238,1,0,0
,4238,4238,4238,1,0,0
,4238,4238,4238,1,0,0
,Problem150,,,,,
,4127,4127,4127,1,0,0
,4127,4127,4127,1,0,0
,4127,4127,4127,1,0,0
,Problem151,,,,,
,3900,3908,3904,1,0,0.008
,3900,3908,3904,1,0,0.005
,3900,3908,3904,1,0,0.004
,Problem152,,,,,
,3970,3970,3970,1,0,0
,3970,3970,3970,1,0,0
,3970,3970,3970,1,0,0
,Problem153,,,,,
,4184,4184,4184,1,0,0
,4184,4184,4184,1,0,0
,4184,4184,4184,1,0,0
,Problem154,,,,,
,4065,4074,4066,0,0.000246002,120
,4065,4074,4066,0,0.000246002,120
,4065,4074,4066,0,0.000246002,3.645
,Problem155,,,,,
,4043,4043,4043,1,0,0
,4043,4043,4043,1,0,0
,4043,4043,4043,1,0,0
,Problem156,,,,,
,4082,4082,4082,1,0,0
,4082,4082,4082,1,0,0
,4082,4082,4082,1,0,0
,Problem157,,,,,
,4291,4291,4291,1,0,0
,4291,4291,4291,1,0,0
,4291,4291,4291,1,0,0
,Problem158,,,,,
,4338,4338,4338,1,0,0
,4338,4338,4338,1,0,0
,4338,4338,4338,1,0,0
,Problem159,,,,,
,3922,3949,3922,1,0,0.005
,3922,3949,3922,1,0,0.004
,3922,3949,3922,1,0,0.004
,Problem160,,,,,
,4093,4093,4093,1,0,0
,4093,4093,4093,1,0,0
,4093,4093,4093,1,0,0
,Problem161,,,,,
,4218,4218,4218,1,0,0
,4218,4218,4218,1,0,0
,4218,4218,4218,1,0,0
,Problem162,,,,,
,4055,4055,4055,1,0,0
,4055,4055,4055,1,0,0
,4055,4055,4055,1,0,0
,Problem163,,,,,
,4486,4486,4486,1,0,0
,4486,4486,4486,1,0,0
,4486,4486,4486,1,0,0
,Problem164,,,,,
,4074,4074,4074,1,0,0
,4074,4074,4074,1,0,0
,4074,4074,4074,1,0,0
,Problem165,,,,,
,4484,4484,4484,1,0,0
,4484,4484,4484,1,0,0
,4484,4484,4484,1,0,0
,Problem166,,,,,
,4532,4532,4532,1,0,0
,4532,4532,4532,1,0,0
,4532,4532,4532,1,0,0
,Problem167,,,,,
,4101,4101,4101,1,0,0
,4101,4101,4101,1,0,0
,4101,4101,4101,1,0,0
,Problem168,,,,,
,4016,4016,4016,1,0,0
,4016,4016,4016,1,0,0
,4016,4016,4016,1,0,0
,Problem169,,,,,
,4123,4123,4123,1,0,0
,4123,4123,4123,1,0,0
,4123,4123,4123,1,0,0
,Problem170,,,,,
,4145,4145,4145,1,0,0
,4145,4145,4145,1,0,0
,4145,4145,4145,1,0,0
,Problem171,,,,,
,4148,4148,4148,1,0,0
,4148,4148,4148,1,0,0
,4148,4148,4148,1,0,0
,Problem172,,,,,
,4002,4002,4002,1,0,0
,4002,4002,4002,1,0,0
,4002,4002,4002,1,0,0
,Problem173,,,,,
,4447,4447,4447,1,0,0
,4447,4447,4447,1,0,0
,4447,4447,4447,1,0,0
,Problem174,,,,,
,4333,4333,4333,1,0,0
,4333,4333,4333,1,0,0
,4333,4333,4333,1,0,0
,Problem175,,,,,
,4121,4121,4121,1,0,0
,4121,4121,4121,1,0,0
,4121,4121,4121,1,0,0
,Problem176,,,,,
,4224,4224,4224,1,0,0
,4224,4224,4224,1,0,0
,4224,4224,4224,1,0,0
,Problem177,,,,,
,3990,3990,3990,1,0,0
,3990,3990,3990,1,0,0
,3990,3990,3990,1,0,0
,Problem178,,,,,
,4176,4176,4176,1,0,0
,4176,4176,4176,1,0,0
,4176,4176,4176,1,0,0
,Problem179,,,,,
,4077,4077,4077,1,0,0
,4077,4077,4077,1,0,0
,4077,4077,4077,1,0,0
,Problem180,,,,,
,4239,4239,4239,1,0,0
,4239,4239,4239,1,0,0
,4239,4239,4239,1,0,0
,Problem181,,,,,
,7731,7731,7731,1,0,0
,7731,7731,7731,1,0,0
,7731,7731,7731,1,0,0
,Problem182,,,,,
,8097,8097,8097,1,0,0
,8097,8097,8097,1,0,0
,8097,8097,8097,1,0,0
,Problem183,,,,,
,8079,8097,8090,1,0,0.024
,8079,8097,8090,1,0,0.02
,8079,8097,8090,1,0,0.02
,Problem184,,,,,
,8196,8196,8196,1,0,0
,8196,8196,8196,1,0,0
,8196,8196,8196,1,0,0
,Problem185,,,,,
,8173,8173,8173,1,0,0
,8173,8173,8173,1,0,0
,8173,8173,8173,1,0,0
,Problem186,,,,,
,7942,7942,7942,1,0,0
,7942,7942,7942,1,0,0
,7942,7942,7942,1,0,0
,Problem187,,,,,
,8243,8243,8243,1,0,0
,8243,8243,8243,1,0,0
,8243,8243,8243,1,0,0
,Problem188,,,,,
,7847,7872,7853,1,0,0.134
,7847,7872,7853,1,0,0.133
,7847,7872,7853,1,0,0.071
,Problem189,,,,,
,8027,8027,8027,1,0,0
,8027,8027,8027,1,0,0
,8027,8027,8027,1,0,0
,Problem190,,,,,
,7961,7961,7961,1,0,0
,7961,7961,7961,1,0,0
,7961,7961,7961,1,0,0
,Problem191,,,,,
,7748,7748,7748,1,0,0
,7748,7748,7748,1,0,0
,7748,7748,7748,1,0,0
,Problem192,,,,,
,8038,8038,8038,1,0,0
,8038,8038,8038,1,0,0
,8038,8038,8038,1,0,0
,Problem193,,,,,
,7988,7988,7988,1,0,0
,7988,7988,7988,1,0,0
,7988,7988,7988,1,0,0
,Problem194,,,,,
,7603,7603,7603,1,0,0
,7603,7603,7603,1,0,0
,7603,7603,7603,1,0,0
,Problem195,,,,,
,8259,8260,8260,0,0.00012108,120
,8259,8260,8260,0,0.00012108,120
,8259,8260,8260,0,0.00012108,15.024
,Problem196,,,,,
,7827,7827,7827,1,0,0
,7827,7827,7827,1,0,0
,7827,7827,7827,1,0,0
,Problem197,,,,,
,8374,8374,8374,1,0,0
,8374,8374,8374,1,0,0
,8374,8374,8374,1,0,0
,Problem198,,,,,
,7833,7833,7833,1,0,0
,7833,7833,7833,1,0,0
,7833,7833,7833,1,0,0
,Problem199,,,,,
,7915,7915,7915,1,0,0
,7915,7915,7915,1,0,0
,7915,7915,7915,1,0,0
,Problem200,,,,,
,8122,8122,8122,1,0,0
,8122,8122,8122,1,0,0
,8122,8122,8122,1,0,0
,Problem201,,,,,
,8159,8159,8159,1,0,0
,8159,8159,8159,1,0,0
,8159,8159,8159,1,0,0
,Problem202,,,,,
,8153,8153,8153,1,0,0
,8153,8153,8153,1,0,0
,8153,8153,8153,1,0,0
,Problem203,,,,,
,8022,8022,8022,1,0,0
,8022,8022,8022,1,0,0
,8022,8022,8022,1,0,0
,Problem204,,,,,
,7958,7958,7958,1,0,0
,7958,7958,7958,1,0,0
,7958,7958,7958,1,0,0
,Problem205,,,,,
,7773,7773,7773,1,0,0
,7773,7773,7773,1,0,0
,7773,7773,7773,1,0,0
,Problem206,,,,,
,8139,8139,8139,1,0,0
,8139,8139,8139,1,0,0
,8139,8139,8139,1,0,0
,Problem207,,,,,
,7880,7897,7880,1,0,0.038
,7880,7897,7880,1,0,0.038
,7880,7897,7880,1,0,0.018
,Problem208,,,,,
,8100,8100,8100,1,0,0
,8100,8100,8100,1,0,0
,8100,8100,8100,1,0,0
,Problem209,,,,,
,8090,8090,8090,1,0,0
,8090,8090,8090,1,0,0
,8090,8090,8090,1,0,0
,Problem210,,,,,
,7681,7681,7681,1,0,0
,7681,7681,7681,1,0,0
,7681,7681,7681,1,0,0
,Problem211,,,,,
,8107,8107,8107,1,0,0
,8107,8107,8107,1,0,0
,8107,8107,8107,1,0,0
,Problem212,,,,,
,8106,8106,8106,1,0,0
,8106,8106,8106,1,0,0
,8106,8106,8106,1,0,0
,Problem213,,,,,
,7743,7743,7743,1,0,0
,7743,7743,7743,1,0,0
,7743,7743,7743,1,0,0
,Problem214,,,,,
,7773,7773,7773,1,0,0
,7773,7773,7773,1,0,0
,7773,7773,7773,1,0,0
,Problem215,,,,,
,7867,7867,7867,1,0,0
,7867,7867,7867,1,0,0
,7867,7867,7867,1,0,0
,Problem216,,,,,
,8069,8069,8069,1,0,0
,8069,8069,8069,1,0,0
,8069,8069,8069,1,0,0
,Problem217,,,,,
,7799,7799,7799,1,0,0
,7799,7799,7799,1,0,0
,7799,7799,7799,1,0,0
,Problem218,,,,,
,8015,8015,8015,1,0,0
,8015,8015,8015,1,0,0
,8015,8015,8015,1,0,0
,Problem219,,,,,
,8415,8415,8415,1,0,0
,8415,8415,8415,1,0,0
,8415,8415,8415,1,0,0
,Problem220,,,,,
,7918,7918,7918,1,0,0
,7918,7918,7918,1,0,0
,7918,7918,7918,1,0,0
,Problem221,,,,,
,8393,8393,8393,1,0,0
,8393,8393,8393,1,0,0
,8393,8393,8393,1,0,0
,Problem222,,,,,
,8400,8400,8400,1,0,0
,8400,8400,8400,1,0,0
,8400,8400,8400,1,0,0
,Problem223,,,,,
,8154,8154,8154,1,0,0
,8154,8154,8154,1,0,0
,8154,8154,8154,1,0,0
,Problem224,,,,,
,7587,7587,7587,1,0,0
,7587,7587,7587,1,0,0
,7587,7587,7587,1,0,0
,Problem225,,,,,
,8067,8067,8067,1,0,0
,8067,8067,8067,1,0,0
,8067,8067,8067,1,0,0
,Problem226,,,,,
,8313,8313,8313,1,0,0
,8313,8313,8313,1,0,0
,8313,8313,8313,1,0,0
,Problem227,,,,,
,8189,8189,8189,1,0,0
,8189,8189,8189,1,0,0
,8189,8189,8189,1,0,0
,Problem228,,,,,
,8049,8049,8049,1,0,0
,8049,8049,8049,1,0,0
,8049,8049,8049,1,0,0
,Problem229,,,,,
,8163,8163,8163,1,0,0
,8163,8163,8163,1,0,0
,8163,8163,8163,1,0,0
,Problem230,,,,,
,8167,8167,8167,1,0,0
,8167,8167,8167,1,0,0
,8167,8167,8167,1,0,0
,Problem231,,,,,
,8092,8092,8092,1,0,0
,8092,8092,8092,1,0,0
,8092,8092,8092,1,0,0
,Problem232,,,,,
,8113,8113,8113,1,0,0
,8113,8113,8113,1,0,0
,8113,8113,8113,1,0,0
,Problem233,,,,,
,8403,8403,8403,1,0,0
,8403,8403,8403,1,0,0
,8403,8403,8403,1,0,0
,Problem234,,,,,
,8146,8146,8146,1,0,0
,8146,8146,8146,1,0,0
,8146,8146,8146,1,0,0
,Problem235,,,,,
,8338,8338,8338,1,0,0
,8338,8338,8338,1,0,0
,8338,8338,8338,1,0,0
,Problem236,,,,,
,7857,7857,7857,1,0,0
,7857,7857,7857,1,0,0
,7857,7857,7857,1,0,0
,Problem237,,,,,
,8877,8877,8877,1,0,0
,8877,8877,8877,1,0,0
,8877,8877,8877,1,0,0
,Problem238,,,,,
,8176,8176,8176,1,0,0
,8176,8176,8176,1,0,0
