Problem1,InitialLB,Initial UB,Best Solution,Is Optimal,ERR,Run time
,Problem148,,,,,
,4746,4746,4746,1,0,0
,4746,4746,4746,1,0,0
,4746,4746,4746,1,0,0
,Problem149,,,,,
,4604,4604,4604,1,0,0
,4604,4604,4604,1,0,0
,4604,4604,4604,1,0,0
,Problem150,,,,,
,4967,4967,4967,1,0,0
,4967,4967,4967,1,0,0
,4967,4967,4967,1,0,0
,Problem151,,,,,
,4791,4791,4791,1,0,0
,4791,4791,4791,1,0,0
,4791,4791,4791,1,0,0
,Problem152,,,,,
,4721,4721,4721,1,0,0
,4721,4721,4721,1,0,0
,4721,4721,4721,1,0,0
,Problem153,,,,,
,4616,4616,4616,1,0,0
,4616,4616,4616,1,0,0
,4616,4616,4616,1,0,0
,Problem154,,,,,
,4816,4816,4816,1,0,0
,4816,4816,4816,1,0,0
,4816,4816,4816,1,0,0
,Problem155,,,,,
,4836,4836,4836,1,0,0
,4836,4836,4836,1,0,0
,4836,4836,4836,1,0,0
,Problem156,,,,,
,5092,5092,5092,1,0,0
,5092,5092,5092,1,0,0
,5092,5092,5092,1,0,0
,Problem157,,,,,
,4829,4851,4829,1,0,0.023
,4829,4851,4829,1,0,0.022
,4829,4851,4829,1,0,0.013
,Problem158,,,,,
,4780,4810,4780,1,0,0.02
,4780,4810,4780,1,0,0.016
,4780,4810,4780,1,0,0.006
,Problem159,,,,,
,4801,4801,4801,1,0,0
,4801,4801,4801,1,0,0
,4801,4801,4801,1,0,0
,Problem160,,,,,
,4943,4943,4943,1,0,0
,4943,4943,4943,1,0,0
,4943,4943,4943,1,0,0
,Problem161,,,,,
,4959,4965,4959,1,0,0.033
,4959,4965,4959,1,0,0.026
,4959,4965,4959,1,0,0.015
,Problem162,,,,,
,4758,4759,4759,0,0.000210172,120
,4758,4759,4759,0,0.000210172,120
,4758,4759,4759,0,0.000210172,6.18
,Problem163,,,,,
,5118,5118,5118,1,0,0
,5118,5118,5118,1,0,0
,5118,5118,5118,1,0,0
,Problem164,,,,,
,4819,4839,4819,1,0,0.02
,4819,4839,4819,1,0,0.014
,4819,4839,4819,1,0,0.008
,Problem165,,,,,
,4700,4700,4700,1,0,0
,4700,4700,4700,1,0,0
,4700,4700,4700,1,0,0
,Problem166,,,,,
,5189,5189,5189,1,0,0
,5189,5189,5189,1,0,0
,5189,5189,5189,1,0,0
,Problem167,,,,,
,4703,4707,4707,0,0.000850521,120
,4703,4707,4707,0,0.000850521,120
,4703,4707,4707,0,0.000850521,6.293
,Problem168,,,,,
,5001,5001,5001,1,0,0
,5001,5001,5001,1,0,0
,5001,5001,5001,1,0,0
,Problem169,,,,,
,5039,5039,5039,1,0,0
,5039,5039,5039,1,0,0
,5039,5039,5039,1,0,0
,Problem170,,,,,
,4757,4757,4757,1,0,0
,4757,4757,4757,1,0,0
,4757,4757,4757,1,0,0
,Problem171,,,,,
,4859,4859,4859,1,0,0
,4859,4859,4859,1,0,0
,4859,4859,4859,1,0,0
,Problem172,,,,,
,5120,5120,5120,1,0,0
,5120,5120,5120,1,0,0
,5120,5120,5120,1,0,0
,Problem173,,,,,
,4923,4923,4923,1,0,0
,4923,4923,4923,1,0,0
,4923,4923,4923,1,0,0
,Problem174,,,,,
,4837,4837,4837,1,0,0
,4837,4837,4837,1,0,0
,4837,4837,4837,1,0,0
,Problem175,,,,,
,4960,4960,4960,1,0,0
,4960,4960,4960,1,0,0
,4960,4960,4960,1,0,0
,Problem176,,,,,
,4884,4884,4884,1,0,0
,4884,4884,4884,1,0,0
,4884,4884,4884,1,0,0
,Problem177,,,,,
,5055,5055,5055,1,0,0
,5055,5055,5055,1,0,0
,5055,5055,5055,1,0,0
,Problem178,,,,,
